GEOID,Predicted_Weighted_Trips
36047088001,855.5339944750723
36047088002,470.8459328338648
36047088200,719.9627114393312
36047088400,646.1029869426939
36047088600,623.7105143786459
36047088800,692.6149904473745
36047089000,894.8204605153932
36047089200,1086.3014276785534
36047089400,572.0845350704507
36047089600,636.5943185864693
36047089800,467.64136269066205
36047090000,792.3696647243393
36047090200,672.4653972551766
36047090600,935.3593504129237
36047090800,791.8136180586632
36047091000,841.9975035986027
36047091200,733.670682108118
36047091600,742.2730909552704
36047091800,520.2688926709401
36047092000,611.1715556860357
36047092200,538.8598858480884
36047092400,679.2517946301951
36047092800,458.89186038192173
36047093000,488.17406156256294
36047093200,812.6583597016125
36047093400,496.27305262359533
36047093600,452.1182879618484
36047093800,512.8530892861554
36047094401,580.7215944712751
36047094402,514.1821916879195
36047094600,487.07067237473086
36047095000,509.8204360734297
36047095400,556.9382450991719
36047095600,601.7923529950237
36047095800,495.6993597819427
36047096000,918.8257068483169
36047096200,493.3642624023701
36047096400,519.580616689397
36047096600,498.26175047689514
36047096800,521.3065401674683
36047097000,412.69907694638016
36047097400,551.0443054209526
