ORIGSA1_2021,DESTSA1_2021,Distance,index_x,dist_to_SA1_x,Origin_Node,dist_to_node_x,index_y,dist_to_SA1_y,Destination_Node,dist_to_node_y,shortest_path_m
11703133321,11703164410,0,152,0.0,5247.0,0.0,375,0.0,1228.0,0.0,2216.727162365937
11703133322,11703133352,0,153,0.0,5564.0,0.0,182,0.0,4385.0,0.0,425.5355673731833
11703133323,11703133310,0,154,0.0,5578.0,2.3283064365386963e-09,141,0.0,6852.0,0.0,993.654423960454
11703133324,11703133327,0,155,0.0,9937.0,0.0,158,0.0,6518.0,0.0,453.8927794238881
11703133326,11703133323,0,157,0.0,6559.0,0.0,154,0.0,5578.0,2.3283064365386963e-09,713.8120282239815
11703133328,11703133309,0,159,0.0,6365.0,2.444721758365631e-09,140,0.0,6856.0,2.444721758365631e-09,1085.455787410492
11703133331,11703133304,0,162,0.0,5144.0,0.0,136,0.0,9868.0,0.0,697.1526304195731
11703133332,11703133302,0,163,0.0,5143.0,0.0,134,0.0,8420.0,1.862645149230957e-09,1403.4010064751965
11703133333,11703133336,0,164,0.0,7221.0,2.3283064365386963e-09,167,0.0,7456.0,0.0,542.2420519257532
11703133333,11703133349,0,164,0.0,7221.0,2.3283064365386963e-09,179,0.0,5623.0,0.0,805.6374265300167
11703133333,11703133353,0,164,0.0,7221.0,2.3283064365386963e-09,183,0.0,6627.0,9.331397911231848e-10,864.1161611422948
11703133333,11801165008,0,164,0.0,7221.0,2.3283064365386963e-09,537,0.0,7167.0,0.0,100.45665320881936
11703133334,11703133346,0,165,0.0,7463.0,0.0,177,0.0,7445.0,0.0,512.7587143477577
11703133334,11801165019,0,165,0.0,7463.0,0.0,538,0.0,7167.0,0.0,416.74274061394874
11703133336,11703133336,0,167,0.0,7456.0,0.0,167,0.0,7455.0,0.0,22.30470249866932
11703133336,11703133352,0,167,0.0,7456.0,0.0,182,0.0,4385.0,0.0,254.8748879092927
11703133341,11703133308,0,172,0.0,5260.0,0.0,139,0.0,6558.0,0.0,477.0644380340724
11703133342,11703133303,0,173,0.0,5334.0,0.0,135,0.0,5232.0,0.0,245.40866605868152
11703133343,11703133346,0,174,0.0,9920.0,0.0,177,0.0,7445.0,0.0,819.6112354118974
11703133343,11703133350,0,174,0.0,9920.0,0.0,180,0.0,6395.0,0.0,481.8154799691056
11703133344,11703133316,0,175,0.0,6469.0,1.863554421996479e-09,147,0.0,6569.0,0.0,310.32412121758415
11703133344,11703133348,0,175,0.0,6469.0,1.863554421996479e-09,178,0.0,9700.0,0.0,769.3818034152317
