ORIGSA1_2021,DESTSA1_2021,Predicted_Prob,Predicted_Flow
11702132820,11702132815,0.05492565,19.13108
11702132820,11702132819,0.0,0.0
11702132820,11702132820,0.061688513,21.486645
11702132820,11703133015,0.14401838,50.162853
11702132820,11703133016,0.2705355,94.229866
11702132820,11703133018,0.0,0.0
11702132820,11703133020,0.054444462,18.963478
11702132820,11703133022,0.0111581385,3.8864765
11702132820,11703133029,0.0,0.0
11702132820,11703133031,0.0,0.0
11702132820,11703133032,0.0,0.0
11702132820,11703133039,0.18205497,63.411327
11702132820,11703133049,0.0,0.0
11702132820,11703164020,0.0,0.0
11703132901,11703132901,0.0,0.0
11703132901,11703132906,0.0,0.0
11703132901,11703132911,0.0,0.0
11703132901,11703132913,0.023702353,10.108015
11703132901,11703132914,0.0,0.0
11703132901,11703132921,0.0,0.0
11703132901,11703132922,0.0,0.0
11703132901,11703132923,0.4391857,187.29346
11703132901,11703132926,0.23823002,101.594666
11703132901,11703132927,0.0,0.0
11703132901,11703132928,0.0,0.0
11703132901,11703133333,0.2049034,87.38232
11703132901,11703133334,0.0,0.0
11703132901,11703133336,0.0,0.0
11703132901,11703133337,0.0,0.0
11703132901,11703133351,0.093978584,40.077747
11703132901,11703133352,0.0,0.0
11703132902,11703132902,0.0,0.0
11703132902,11703132903,0.0,0.0
11703132902,11703132904,0.0,0.0
11703132902,11703132905,0.0,0.0
11703132902,11703132906,0.072829366,53.263138
11703132902,11703132907,0.0,0.0
11703132902,11703132908,0.0,0.0
11703132902,11703132909,0.0,0.0
11703132902,11703132910,0.0,0.0
11703132902,11703132911,0.0,0.0
11703132902,11703132912,0.10298547,75.31755
11703132902,11703132913,0.36619166,267.81116
11703132902,11703132919,0.0,0.0
11703132902,11703132922,0.0,0.0
11703132902,11703132923,0.0,0.0
11703132902,11703132925,0.0,0.0
11703132902,11703132926,0.24376822,178.27782
11703132902,11703133611,0.0,0.0
11703132902,11703133612,0.0,0.0
11703132902,11703133614,0.0,0.0
11703132902,11703133625,0.0,0.0
11703132902,11801134501,0.0,0.0
11703132902,11801134504,0.21422529,156.67184
11703132902,11801134535,0.0,0.0
11703132902,11801134536,0.0,0.0
11703132903,11703132902,0.13488686,68.767265
11703132903,11703132903,0.0,0.0
11703132903,11703132904,0.0,0.0
11703132903,11703132905,0.0,0.0
11703132903,11703132906,0.0,0.0
11703132903,11703132907,0.0,0.0
11703132903,11703132908,0.0,0.0
11703132903,11703132909,0.0,0.0
11703132903,11703132910,0.0,0.0
11703132903,11703132911,0.0,0.0
11703132903,11703132912,0.12844974,65.48553
11703132903,11703132913,0.0,0.0
11703132903,11703132923,0.0,0.0
11703132903,11703132926,0.0,0.0
11703132903,11703133605,0.0,0.0
11703132903,11703133611,0.28694844,146.29045
11703132903,11703133612,0.0,0.0
11703132903,11703133613,0.0,0.0
11703132903,11703133614,0.0,0.0
11703132903,11703133624,0.0,0.0
11703132903,11703133625,0.0,0.0
11703132903,11703133634,0.0,0.0
11703132903,11801134501,0.022796988,11.622233
11703132903,11801134502,0.0,0.0
11703132903,11801134504,0.105578005,53.82519
11703132903,11801134514,0.0,0.0
11703132903,11801134515,0.0,0.0
11703132903,11801134522,0.0,0.0
11703132903,11801134535,0.0,0.0
11703132903,11801134536,0.32133994,163.82373
11703132904,11703132902,0.0,0.0
11703132904,11703132903,0.13977158,71.65049
11703132904,11703132904,0.0,0.0
11703132904,11703132905,0.15027577,77.03521
11703132904,11703132906,0.029938638,15.347313
11703132904,11703132907,0.0,0.0
11703132904,11703132908,0.3036217,155.64426
11703132904,11703132909,0.07107571,36.435226
11703132904,11703132910,0.0,0.0
11703132904,11703132911,0.0,0.0
11703132904,11703132915,0.0,0.0
11703132904,11703132917,0.0,0.0
11703132904,11703132919,0.0,0.0
11703132904,11703133603,0.0,0.0
11703132904,11703133611,0.10476288,53.704136
11703132904,11703133612,0.20055377,102.809
11703132904,11703133613,0.0,0.0
11703132904,11703133614,0.0,0.0
11703132904,11703133615,0.0,0.0
11703132904,11703133618,0.0,0.0
11703132904,11703133619,0.0,0.0
11703132904,11703133622,0.0,0.0
11703132904,11703133624,0.0,0.0
11703132904,11703133625,0.0,0.0
11703132904,11703133640,0.0,0.0
11703132904,11703133642,0.0,0.0
11703132904,11801134501,0.0,0.0
11703132904,11801134535,0.0,0.0
11703132904,11801134536,0.0,0.0
11703132905,11703132902,0.0,0.0
11703132905,11703132903,0.0,0.0
11703132905,11703132904,0.0,0.0
11703132905,11703132905,0.0,0.0
11703132905,11703132908,0.0707272,25.586893
11703132905,11703132909,0.0,0.0
11703132905,11703132910,0.0,0.0
11703132905,11703132915,0.0,0.0
11703132905,11703132917,0.0,0.0
11703132905,11703132919,0.0,0.0
11703132905,11703133603,0.0,0.0
11703132905,11703133611,0.0,0.0
11703132905,11703133612,0.0,0.0
11703132905,11703133613,0.0,0.0
11703132905,11703133614,0.0,0.0
11703132905,11703133615,0.0,0.0
11703132905,11703133617,0.0,0.0
11703132905,11703133618,0.0,0.0
11703132905,11703133619,0.0,0.0
11703132905,11703133620,0.0,0.0
11703132905,11703133622,0.36454925,131.88254
11703132905,11703133624,0.0,0.0
11703132905,11703133640,0.13582608,49.137638
11703132905,11703133642,0.42889747,155.16173
11703132905,11703164402,0.0,0.0
11703132905,11703164521,0.0,0.0
11703132905,11703164528,0.0,0.0
11703132905,11703164534,0.0,0.0
11703132906,11703132901,0.0,0.0
11703132906,11703132902,0.0,0.0
11703132906,11703132903,0.064952284,28.721838
11703132906,11703132904,0.0,0.0
11703132906,11703132906,0.06444451,28.497301
11703132906,11703132907,0.0,0.0
11703132906,11703132908,0.0,0.0
11703132906,11703132910,0.0,0.0
11703132906,11703132911,0.0049797,2.2020185
11703132906,11703132912,0.0,0.0
11703132906,11703132913,0.14548075,64.33145
11703132906,11703132914,0.0,0.0
11703132906,11703132921,0.0,0.0
11703132906,11703132922,0.0,0.0
11703132906,11703132923,0.259352,114.6852
11703132906,11703132926,0.13870412,61.334827
11703132906,11703132927,0.0,0.0
11703132906,11703132928,0.0,0.0
11703132906,11703133611,0.0,0.0
11703132906,11703133625,0.0,0.0
11703132906,11801134501,0.15773505,69.75029
11703132906,11801134502,0.0,0.0
11703132906,11801134504,0.0,0.0
11703132906,11801134519,0.0,0.0
11703132906,11801134522,0.16435164,72.67614
11703132906,11801134535,0.0,0.0
11703132906,11801134536,0.0,0.0
11703132907,11703132902,0.60942054,227.62201
11703132907,11703132903,0.0,0.0
11703132907,11703132904,0.0,0.0
11703132907,11703132906,0.0,0.0
11703132907,11703132907,0.0,0.0
11703132907,11703132908,0.0,0.0
11703132907,11703132909,0.0,0.0
11703132907,11703132910,0.10503739,39.23206
11703132907,11703132911,0.107652605,40.208855
11703132907,11703132919,0.0,0.0
