GEOID,Weighted Population,stations,Edge Density (KM),Street Node Average,Number of Links/Number of Nodes,Intersection Count,%of commercial landuse,%of education landuse,%of industrial landuse,%of other landuse,%of parkland landuse,%of primary production landuse,%of residential landuse,%of transport landuse,%of water landuse,Weekly household income,Household median age
36005039800,3540,2,30605.93399416332,0.0,3.772727272727273,22.0,0.0,3.2126490215155603,0.0,31.645047304604944,26.923548699972557,0.0,20.448845560502026,17.769909413404914,0.0,547.9,31.0
36005039901,4855,12,104927.0072397242,0.0,3.598639455782313,141.0,8.064001024213477,1.7814509687899458,0.0,28.258933785525237,13.717005261166612,0.0,23.837500637129157,24.341108323175572,0.0,836.6,33.8
36005039902,4719,5,94845.67109003892,0.0,3.6634615384615383,102.0,7.611608920958235,6.07223419842182,0.0,29.285828132052615,8.219762296645012,0.0,27.136666040150065,21.67390041177225,0.0,836.37,32.7
36005040100,4749,8,105792.92491674956,0.0,3.4635416666666665,188.0,3.370655977834836,3.6848992324897454,0.0,26.325302880687012,28.15444235367023,0.0,19.704551290704092,18.760148264614095,0.0,550.94,33.9
36005040302,4008,10,87640.18576397304,0.0,3.65,59.0,0.0,2.066735765235198,0.0,28.667871309323395,8.276109842489708,0.0,36.56616905561305,24.423114027338656,0.0,726.08,38.6
36005040303,3999,3,106360.36514269152,0.0,3.5657894736842106,74.0,1.2468022306797355,2.000029244327383,0.0,29.335021780771942,14.395813067316029,0.0,32.667933668889006,20.354400008015897,0.0,822.12,34.2
36005040304,3502,9,84658.58473162595,0.0,3.693877551020408,46.0,5.674854648053682,2.1677874090262925,0.0,29.992100525030875,10.333724308474908,0.0,31.99862764541326,19.83290546400096,0.0,709.87,31.8
36005040400,3408,2,49812.668024259496,0.0,3.439393939393939,61.0,1.107785206078346,1.8254190286591387,0.0,32.661606342954414,25.50590769984297,0.0,22.64544786712447,16.253833855340655,0.0,1258.67,35.6
36005040501,3327,2,93050.34531599392,0.0,3.828125,63.0,0.9098193345149382,5.724420664442726,0.0,31.391601624305515,14.885350300649428,0.0,31.355781869345616,15.733026206741789,0.0,815.12,32.1
36005040502,5615,1,89316.34315901191,0.0,3.6607142857142856,108.0,0.7244639588617982,1.660021320938765,0.1686932958050868,33.07753623002603,16.494887189638035,0.0,33.429595303596344,14.444802701133945,0.0,747.77,34.6
36005040600,3451,6,43747.89406927946,0.0,3.453333333333333,71.0,1.2750043292337578,2.492812431924447,0.0,34.22162896994541,21.78098353678293,0.0,25.23882095285645,14.990749779257014,0.0,939.56,29.9
36005040701,2839,4,100004.6063967476,0.0,3.5737704918032787,60.0,1.8142512078697817,0.8420315270283568,0.0,30.355026700960405,9.19308621142534,0.0,32.2322234994771,25.563380853239003,0.0,888.23,33.9
36005040702,6233,8,93578.28718056,0.0,3.602564102564102,146.0,0.7833388812658951,6.906255676809965,0.0,27.730179840534667,22.627952255730403,0.0,23.568885521559498,18.383387824099565,0.0,652.81,38.9
36005040800,4381,3,51596.22331025795,0.0,3.1095890410958904,62.0,2.4820005593092676,0.7941107203954257,0.0,32.112870815114896,19.637202791133383,0.0,31.56075221478193,13.413062899265109,0.0,799.13,32.6
36005040900,3323,36,46255.99535383526,0.0,3.033333333333333,369.0,0.0020928381237535,3.79082290270349,0.0,18.31271046919519,25.50326130759649,0.0,0.2912413562352543,20.68999429040555,31.40987683574028,1303.71,47.9
36005041100,3418,8,99595.23616440612,0.0,3.688888888888889,133.0,1.6298368312402467,3.975417572312681,1.7770851121241382,26.312357607517587,16.32008851449316,0.0,19.483249953935463,30.501964408376725,0.0,1042.67,43.4
36005041300,7329,9,107899.32078513634,0.0,3.699453551912568,181.0,1.473075857161574,0.974793706030539,0.0,30.75866188465261,15.302691325631008,0.0,30.21991286669359,21.270864359830664,0.0,1158.73,33.0
36005041400,5483,8,41780.466283845126,0.0,3.206060606060606,136.0,0.7544720017443497,1.283376679593825,1.2164623238959738,34.44694184152773,23.94431239176257,0.0,11.049074968969238,26.989080144642504,0.3162796478638203,2409.65,43.2
36005041500,5555,9,93771.6833554956,0.0,3.7757009345794392,104.0,0.692782782663798,4.632789582870046,0.0,28.310341285477733,20.69689353896677,0.0,31.8577964864334,13.809396323588246,0.0,972.67,39.6
36005041800,3396,7,23257.234621101088,0.0,3.1481481481481484,50.0,3.4272155153398405,0.9743542817113928,3.17359370831556,26.93262692906881,24.77661251301364,0.0,17.33187571619435,23.022187744122668,0.3615335922337471,1203.21,42.6
36005041900,6215,15,88793.24774072162,0.0,3.5271966527196654,229.0,2.023594500114622,4.082164870275492,0.0,20.01929359086826,42.613770611717186,0.0,14.281665399379191,16.979511027645263,0.0,1097.67,38.3
36005042000,4660,9,30583.490388914473,0.0,3.292682926829268,38.0,1.5516512576286354,9.782563290308476,0.0,29.787342716603565,17.13798485131835,0.0,23.41648108050572,18.32397680363526,0.0,611.08,36.5
36005042100,5780,13,77704.45217149117,0.0,3.48,143.0,4.663788467357089,14.38584066077962,0.0,17.334491424021788,30.04201094606811,0.0,16.156582264128062,17.41728623764534,0.0,1015.85,31.7
36005042200,3209,3,23893.344371408333,0.0,3.235294117647059,29.0,3.292247646449023,0.1978289469349904,0.0,33.082067691662886,21.439167927497287,0.0,24.701217741243735,17.287470046212068,0.0,1446.17,41.0
36005042300,4189,6,110198.2151222624,0.0,3.43030303030303,160.0,0.6921446712960806,2.9237392158364393,0.0,32.25153525143125,38.19737802123392,0.0,14.73787652733471,11.197326312867595,0.0,1373.5,32.7
36005042400,2479,1,39404.9819056181,0.0,3.129032258064516,55.0,1.346264885509381,1.7423330385478448,0.0,32.39047527979833,27.382864976119965,0.0,20.455806363664472,16.682255456360014,0.0,2047.46,41.1
36005042500,6810,15,86027.42244810631,0.0,3.479591836734694,183.0,2.8584056222187155,3.4143088312794583,0.3111678100048534,25.348935695000236,28.875160070531336,0.0,16.903050097575516,22.288971873389887,0.0,928.46,34.3
36005042600,6669,9,37381.336042473566,0.0,3.2288135593220337,112.0,0.9495493981918216,0.7833779360478711,0.0,30.139912823346815,32.29930153305305,0.0,20.04641039929137,15.78144791006908,0.0,1918.54,41.1
36005042800,2381,4,47237.73255683135,0.0,3.4634146341463414,41.0,0.6912037109674868,1.5694231705572474,0.0,30.665877036521906,31.85242846482875,0.0,20.38505327966758,14.83601433745704,0.0,3243.19,46.9
36005042901,3397,7,81259.13075361714,0.0,3.692307692307693,51.0,0.4189039917982347,0.0414743554884037,0.0536436334624306,26.118896707322552,22.30795091497716,0.0,12.750569019132426,38.30856137781878,0.0,899.6,33.9
36005042902,3656,3,82392.98017341128,0.0,3.6666666666666665,52.0,1.727606448966729,3.1796361084729092,0.0,30.361980852608244,15.879975673395716,0.0,34.02260596423394,14.82819495232246,0.0,858.9,40.7
36005043000,3004,3,31949.862929352377,0.0,3.289473684210526,35.0,0.0,0.5998211411492991,0.0,29.73891171401082,34.92558203356241,0.0,22.425301571671877,12.3103835396056,0.0,1636.04,51.2
36005043101,5051,8,91746.70621467492,0.0,3.5,62.0,3.809710969478685,6.805696683035974,0.0,29.34632062313889,11.409351086161992,0.0,27.564965556101985,21.063955082082483,0.0,770.94,39.6
36005043102,4458,5,94282.14642236083,0.0,3.5576923076923075,98.0,3.6532286004398737,6.508463269216872,0.0,30.629651948906208,12.573354560498148,0.0,25.701555303522383,20.933746317416514,0.0,979.35,38.8
36005043400,3921,14,47738.704731353,0.0,3.313131313131313,89.0,2.035054674722435,1.658985226225006,0.5576904586279477,30.643057119211047,13.573584700250851,0.0,11.600818623055837,39.93080919790688,0.0,1462.23,40.5
36005043501,1011,1,54685.5062645843,0.0,3.186991869918699,112.0,0.2856730804719058,0.0,0.0,8.829998862801585,59.281191513480515,0.0,0.2186220691726481,29.453468800023312,1.9310456740500237,0.0,29.7
36005043502,0,4,45542.667490907035,0.0,3.257142857142857,240.0,0.0,0.0,0.0,3.1967072440114013,87.54617293517622,0.0,0.0,8.72051684778042,0.5366029730319513,0.0,0.0
36005043503,0,8,33424.04852782241,0.0,3.0325342465753424,535.0,0.0,0.0,0.0,5.295694129422586,87.87224272906482,0.0,0.0,5.370986418507263,1.4610767230053412,0.0,0.0
36005043600,2362,2,32143.863505145153,0.0,3.6666666666666665,15.0,0.3966641230037555,0.2371660687641807,0.0,30.174514267037996,32.1970081968319,0.0,24.216327367607647,12.778319976754528,0.0,1629.52,37.9
36005044200,4007,5,98679.42453317056,0.0,3.5259740259740258,149.0,1.4633146802323915,0.8308693507134565,0.0,30.45108758731963,25.484271223180777,0.0,23.658784533393533,18.111672625160217,0.0,1085.27,43.1
36005044400,4293,6,60662.41129096964,0.0,3.231707317073171,71.0,0.0646491319207472,6.586438568982676,0.0,26.821838576979022,40.066611960330405,0.0,13.846247504948805,12.61421425683833,0.0,1723.37,37.2
36005044800,2374,0,16830.922338553788,0.0,3.8181818181818183,11.0,0.0,0.0,0.0,27.474491589369887,37.56571063011937,0.0,21.25559691111048,13.70420086940027,0.0,2001.81,40.6
36005044901,2045,0,47232.72066450045,0.0,3.5,51.0,0.2553450500413882,0.1308462028443619,0.035182485588089,26.379854790482707,34.56749765130572,0.0,24.022882256725836,14.60839156301189,0.0,1758.06,39.4
36005044902,2175,1,26297.80132958967,0.0,3.52,25.0,1.1259114341242575,0.3192474891559977,0.0,28.84403803148971,30.14578646856736,0.0,26.183489003508992,13.38152757315368,0.0,1909.56,35.8
36005045101,1695,6,73205.6049284906,0.0,3.123076923076923,112.0,1.1576575084797494,0.0635558726134653,1.9672322138300713,25.845245211752893,35.51598907050663,0.0,18.275516592351018,16.864114212270255,0.3106893181959296,1485.5,46.7
36005045102,2068,0,23627.55013930004,0.0,3.4,32.0,0.034942778173422,1.7823472519586403,0.0,23.064338478257437,36.645599495154855,0.0,15.863028915833468,22.42189241147115,0.1878506691510402,1911.44,35.8
36005045600,3552,6,12927.19455803305,0.0,3.0945945945945947,65.0,0.4984946876283259,0.2333714984178281,3.752454593213884,27.909043731811067,40.46411293114989,0.0,7.418001448398105,16.203266521103437,3.5212545882774675,1526.65,39.4
36005045800,5523,5,81044.11595404743,0.0,2.909090909090909,143.0,0.0,0.4714327813628174,0.0,26.510009409388974,47.67498626546793,0.0,12.208304654275626,13.135266889504647,0.0,585.63,26.7
36005046000,2800,9,45366.93093681398,0.0,3.111111111111111,92.0,0.8354255225664619,7.005828677709435,0.0,30.02762998444755,38.830778876816424,0.0,8.601260863552776,14.69907607490735,0.0,852.98,38.7
36005046203,6756,9,47971.86340962369,0.0,2.9939759036144578,430.0,1.4473130005832773,1.2681421319231434,0.4730787726293674,32.17228666810922,31.15364033891234,0.0,0.4843048312051683,17.265740288391207,15.735493968246274,783.75,61.3
36005046204,5259,2,73316.91688374447,0.0,2.99290780141844,130.0,0.0,0.0,0.0,17.71906411725415,55.01168903104585,0.0,0.0,27.269246851699997,0.0,1224.08,41.8
36005046205,3633,15,68530.19206400662,0.0,3.010886469673406,564.0,11.3697012255326,8.48220099873982,0.0,32.08617067187393,28.955417217868742,0.0,0.0,19.1065098859849,0.0,1455.37,49.4
36005046206,3971,1,76480.67851149266,0.0,3.206896551724138,84.0,0.0,0.0,0.0,14.739174461856209,69.73862303365718,0.0,10.00106943650722,5.5211330679794,0.0,1292.96,50.8
36005046207,6535,9,92707.17166176424,0.0,3.1150442477876106,207.0,17.85844982168565,0.0,0.0,18.62652575780517,41.15966717284829,0.0,0.0,22.355357247660905,0.0,1150.73,42.3
36005046208,5145,13,45508.37736817977,0.0,2.9285714285714284,126.0,1.512459503046189,2.042776744051384,1.228667339974783,26.469345018725495,33.077083526688796,0.0,13.062553503157716,22.60711436435564,0.0,1674.25,39.2
36005046209,4436,10,48835.28452921325,0.0,3.0531914893617023,164.0,2.273980681032807,0.8104951521499939,1.4380875288737305,34.341540306197004,28.89881543050326,0.0,6.935430158609634,22.47303703388755,2.8286137087460097,580.48,26.7
36005048401,3892,22,71249.46228843904,0.0,3.12639405204461,231.0,1.6761699731612505,1.52998753835045,1.7820990006295383,32.28791960262979,27.386654615689583,0.0,11.94057526624949,23.396594003289884,0.0,1708.88,37.6
36005048402,0,2,54417.34813025782,0.0,3.1,65.0,0.0,2.3778028079669307,0.0,4.641259273459052,87.33006116350305,0.0,0.0,5.6405282827901475,0.0103484722808167,0.0,0.0
36005050400,0,7,9534.493781135536,0.0,2.953883495145631,369.0,0.0,0.0,0.0,4.747862029460891,35.514448766796804,0.0,0.0094594723478438,1.692192801178093,58.03603693021638,0.0,0.0
36005051601,3828,37,8900.832082522003,0.0,2.558201058201058,260.0,0.2568739222145624,0.1400937474346427,0.0475327128592509,9.349838064299648,7.730397505679051,0.0,2.11404081028437,1.976330686655935,78.38489255057253,1983.17,60.5
36005051602,0,1,,,,,0.0,0.0,0.0,3.46082713736833,10.671892661417,0.0,0.0,0.7454863278716835,85.12179387334298,0.0,0.0
36047000100,4815,13,122355.99112224496,0.0,3.3564954682779455,310.0,3.598380585146123,2.718436630258252,0.0,23.817771915194292,27.667000962244252,0.0,24.859555735343648,17.072366778686963,0.2664873931264631,3426.19,45.2
36047000200,1288,20,96983.7945954839,0.0,3.6367713004484306,216.0,12.428421282396478,0.1128212043665593,19.934886363378812,27.436284424842935,3.579552766190175,0.0,5.716449235802994,30.79158472302205,0.0,1526.44,35.0
36047000301,4501,0,97558.67673657383,0.0,3.326388888888889,134.0,0.6075055452016432,1.4790306130948885,0.0,32.1908801513654,30.922991548276624,0.0,24.274838733021227,9.52940081213621,0.995352596904017,3560.15,40.4
36047000501,4541,4,98442.8482156005,0.0,3.776315789473684,75.0,3.046348217020012,4.97925918089259,0.0,17.6063156017429,23.277662604811866,0.0,43.27763486723655,7.812779528296088,0.0,2718.54,36.3
36047000502,2704,7,88183.97217412075,0.0,3.769230769230769,63.0,4.47189809981135,8.880921830440055,0.0,18.75490702020308,26.412462947824594,0.0,32.71998073053666,8.759829371184265,0.0,3231.02,37.5
36047000700,4243,4,101020.06811419678,0.0,3.4716981132075473,157.0,0.6701988199217145,1.5393079794985076,0.0,16.201971178256347,35.93882236451112,0.0,32.62865906768227,13.021040590130026,0.0,3881.29,35.0
36047000900,5227,16,90011.133487797,0.0,3.791044776119403,129.0,14.054124785987998,7.1120907214978795,0.0,20.787161425623268,14.296273902843009,0.0,26.471245737919915,17.279103426127943,0.0,3951.92,34.6
36047001100,1580,51,106031.8091401288,0.0,3.3333333333333335,199.0,22.863375391756872,12.330527458709314,0.0,22.645204420955157,17.08102507522595,0.0,5.600749225590105,19.479118427762597,0.0,3922.27,32.6
36047001300,2518,22,131334.72045403832,0.0,3.3375262054507338,443.0,3.170748911408628,10.001155172676867,0.0,21.1471974179939,31.844280001605593,0.0,8.118765693549955,25.717852802765044,0.0,2689.73,36.3
36047001501,4565,2,99906.71256723371,0.0,3.386363636363636,163.0,2.1695119746050406,1.878213386184105,1.114401986979175,21.60942391913259,29.54662445248925,0.0,19.38481174179868,24.297012538811153,0.0,2741.54,32.3
36047001502,5238,13,112817.4788978154,0.0,3.595744680851064,185.0,18.406128624486595,1.5208914490156034,0.0,26.772550545021595,7.800095686266573,0.0,23.939235443435344,21.561098251774293,0.0,2657.29,31.4
36047001801,1588,7,38349.00638512481,0.0,3.2447257383966246,212.0,3.59032607704958,0.4873160887376844,6.35497797096229,28.926054640355837,1.3508695094154028,0.0,0.0394332759244508,25.04360227058129,34.20742016697348,0.0,35.9
36047001802,0,6,23963.51978403126,0.0,3.2690763052208833,226.0,0.3530595675434903,0.0,2.7178255811217125,34.50075715669809,1.1626703667009592,0.0,0.0049526411558184,18.079747231177972,43.18098745560197,0.0,0.0
36047001803,11,6,10384.95791266772,0.0,3.212121212121212,174.0,0.1571653744776305,0.0,3.0677881143078363,7.934564800155376,1.9690974139108863,0.0,0.0,6.259882834373229,80.61150146277504,0.0,60.4
36047001804,0,3,12691.66417165192,0.0,3.0714285714285716,147.0,0.0,0.0,0.0,11.26511074201168,1.456314251515252,0.0,0.0,7.1351365449718545,80.1434384615012,0.0,0.0
36047002000,1733,10,83036.66613911075,0.0,3.9183673469387754,97.0,2.329202455458304,2.0506789951739717,24.221351162043614,21.23362332441229,6.622852955310888,0.0,13.084088553103062,30.458202554497888,0.0,1566.5,36.2
36047002100,6452,10,94258.96872676317,0.0,3.375409836065574,561.0,4.210790347121783,0.9212507796589572,2.3426984883688986,35.21083688637821,9.928571212649665,0.0,10.180641629594312,30.217300722775388,6.987909933452796,0.0,34.7
36047002200,4650,15,86312.62716456265,0.0,3.6666666666666665,211.0,1.5797573258234372,5.075695563367218,9.941252238750094,28.81696860255759,16.344871101065763,0.0,14.075102397564164,24.166352770871736,0.0,804.85,38.4
36047002300,3385,6,99284.91774418416,0.0,3.3689839572192515,178.0,0.0,0.8373576214495183,0.0,18.724199568127535,47.07988112363257,0.0,7.404414545764472,25.954147141025903,0.0,672.63,46.6
36047002901,3177,1,105829.36611352254,0.0,3.247787610619469,106.0,0.0,5.928714676416214,0.0,27.311183213425895,34.08645779646803,0.0,11.899114360657853,20.774529953032005,0.0,439.52,36.9
36047003000,1844,2,96126.44385416474,0.0,3.372727272727273,99.0,0.4813656154399811,0.0,0.0,23.94609398956987,28.104160913114058,0.0,27.94609577472624,19.52228370714985,0.0,2509.1,40.2
36047003101,4074,2,72601.83460307843,0.0,3.173553719008265,105.0,0.0,14.006426189849714,0.0,33.56772536313735,22.24420615104136,0.0,17.095102187542874,13.08654010842871,0.0,3048.08,35.1
36047003102,0,5,80574.82016908117,0.0,3.05607476635514,98.0,0.0,0.0,0.0,18.488390978641743,77.69050123310419,0.0,0.0,3.8211077882540656,0.0,0.0,0.0
36047003300,4125,29,101961.53723916171,0.0,3.540880503144654,151.0,6.659854106246833,4.5034314485318045,0.0,24.70008513127333,18.85265013672823,0.0,28.391505040966983,16.892474136252826,0.0,2619.56,34.0
36047003400,3351,23,12323.898546853978,0.0,3.2335526315789473,272.0,0.0184030178229258,0.0822909927092728,0.0,4.4323939142984585,5.894692181492044,0.0,1.080981208661117,4.251923090530135,84.23931559448603,2175.83,45.9
36047003500,2178,20,106802.19507582395,0.0,3.4225352112676055,128.0,19.137266883241892,3.771396526233509,0.0,22.913954207569866,16.382140712549983,0.0,17.77803642235172,20.01720524805304,0.0,2373.4,37.1
36047003600,3843,2,103318.20618803086,0.0,3.6018518518518516,102.0,0.0,0.0958886651517732,0.0,27.63404471678315,19.95566945656664,0.0,37.25360328889718,15.060793872601254,0.0,1761.21,42.9
36047003700,4385,42,96043.0359427794,0.0,3.644171779141104,157.0,25.074768722397543,3.5034196547712027,0.0,19.939270369602145,3.5480625458984396,0.0,25.40629036300039,22.528188344330285,0.0,3488.54,33.9
36047003800,1539,4,20041.819043699084,0.0,3.3076923076923075,67.0,0.0,0.0,0.0,6.949190671380979,10.189066104032168,0.0,6.997151953908859,4.194064773988787,71.6705264966892,2602.17,46.7
36047003900,2986,21,95939.79093296724,0.0,3.80327868852459,118.0,4.4414512072073915,7.911749306853113,0.4959264962199007,22.782733549047208,21.23319997504152,0.0,26.403633271608783,16.73130619402207,0.0,3601.4,36.1
36047004100,3314,11,90302.58616185113,0.0,3.8333333333333335,111.0,2.7223974836229723,3.0297374366263243,0.0,18.281828477723675,34.66629984464008,0.0,31.641504028817167,9.658232728569772,0.0,4403.88,35.5
36047004300,3769,12,96865.47801908724,0.0,3.7739726027397262,143.0,1.5132533413172735,8.030217980755214,0.2017056021397974,21.86735929543112,21.15270092997358,0.0,31.61880808433791,15.615954766045103,0.0,3112.98,35.6
36047004400,2255,16,27667.822047728616,0.0,3.4626168224299065,200.0,0.0,0.0967497065757386,0.0,9.753281315289122,13.265028402780652,0.0,7.0890690366884925,3.773617808585424,66.02225373008056,2733.52,55.5
36047004500,3898,2,93971.8405902373,0.0,3.61744966442953,143.0,1.1289224680153946,2.973657201051703,0.0,17.01516222345157,38.472740364147555,0.0,32.73327602160549,7.676241721728293,0.0,3650.63,36.7
36047004600,1143,7,28026.802300363535,0.0,3.590909090909091,149.0,0.0509269912271092,2.073013826893064,0.0,10.977091315679704,12.960094004516812,0.0,4.850827632737431,4.415459520250513,64.67258670869536,2591.79,51.5
36047004700,1999,2,66041.05227652806,0.0,3.3607594936708862,150.0,0.0997404829938148,0.0,0.116186580411906,64.46533752810889,10.780236656299962,0.0,9.295790850471764,15.125657614701073,0.1170502870125982,2795.02,38.2
36047004900,2795,0,83562.3911674234,0.0,3.612903225806451,61.0,0.0,8.233894634915618,0.0,24.66035946986122,28.236275556550886,0.0,29.63671071721859,9.232759621453685,0.0,3205.13,40.0
36047005000,2564,9,23328.899356217316,0.0,3.507936507936508,119.0,0.0,0.1443398000295653,0.0,7.811154989599822,10.272687988191649,0.0,6.971229994906909,4.308125084017193,70.49246214325487,2577.17,42.6
36047005100,2439,3,101172.13070367636,0.0,3.647727272727273,170.0,1.2572761033047193,0.8435388530033262,2.3831802067603736,27.661339206130577,17.81810204928251,0.0,23.084241160340117,26.952322421178383,0.0,3440.63,38.4
36047005201,1751,8,28742.83298295254,0.0,3.3098591549295775,63.0,0.0,2.859656657457916,0.0,9.807424930333942,18.241346620500693,0.0,5.068963448376567,4.78055146613411,59.24205687719677,784.4,59.2
36047005202,2681,4,13755.40414278388,0.0,3.309090909090909,52.0,0.0,0.026240505348803,0.0,6.187729662451156,7.772565611026087,0.0,5.768651468035054,3.382219869071911,76.86259288406697,2060.44,49.2
36047005301,2095,9,19848.03780191023,0.0,3.4712871287128713,469.0,2.179687339357844,0.1855126584538644,2.3394799777060906,10.430587693064014,2.340692062397694,0.0,0.9341599936005526,3.345685273620771,78.24419500179917,2424.44,43.4
36047005302,123,0,14496.119039071536,0.0,3.2428198433420365,344.0,0.0259419177967369,0.0511170771845072,2.8765853448015735,9.891052065460457,4.194520258456391,0.0,0.0369790966795376,2.666942101457448,80.25686213816334,2684.79,36.3
36047005303,136,1,43838.43542968592,0.0,2.96,108.0,0.1699110169969803,0.0,1.2827387514761508,65.89630335147935,0.7514871677341244,0.0,1.222166964364245,12.233041316402309,18.44435143154684,3918.27,40.5
36047005400,3425,17,45814.95716055117,0.0,3.6095238095238096,101.0,0.7803327730906541,0.2462730231874104,0.0,15.636001340859275,14.299861435513852,0.0,16.152851681434278,9.296103614402885,43.58857613151165,1641.19,45.8
36047005601,2577,14,35003.5997676132,0.0,3.3333333333333335,93.0,0.2911718237280112,0.0275600401067686,0.0,11.632731484145774,16.64241317713648,0.0,10.58058877740962,6.223017840628141,54.60251685684521,2011.5,43.5
36047005602,1791,19,21650.91046920461,0.0,3.231578947368421,84.0,0.3946422354207203,0.4371753003569234,0.0,7.777445898572867,9.375141989353857,0.0,4.488228994307186,8.94461605220051,68.58274952978795,1853.79,44.2
36047005800,3115,11,100341.0357296419,0.0,3.511627906976744,160.0,5.312075881577107,0.6494334316893556,0.0928331683120169,33.37940586044217,16.134183750446052,0.0,27.455166542133764,16.976901365399534,0.0,1493.23,44.1
36047005900,1518,6,99407.13911889785,0.0,3.544378698224852,326.0,2.294210363819577,3.8769876465496345,13.51563211820694,31.142096580658237,8.217708814578108,0.0,7.284425426512834,33.66893904967466,0.0,2120.92,40.2
36047006000,2793,12,94755.86067298384,0.0,3.752475247524752,99.0,1.015205135923465,2.554964043559199,0.0,30.073975736482986,17.26456910537639,0.0,32.00944119239084,17.081844786267112,0.0,1702.73,38.6
36047006200,2653,14,90701.69413705551,0.0,3.742857142857143,100.0,0.4961576163659771,3.8710051578263,0.0,27.82189464400463,24.651428617185044,0.0,29.351217555174028,13.808296409444017,0.0,1605.77,40.5
36047006300,1904,0,97998.2240025405,0.0,3.49,97.0,0.5486618512221126,6.67183464714268,0.2031114212339724,28.716752297133095,23.808779885167407,0.0,24.92000820994478,15.13085168815594,0.0,3625.37,38.4
36047006400,3463,21,90547.15990418456,0.0,3.8524590163934422,119.0,0.4317652690611865,0.6371220337742076,0.0,27.790334365230073,24.917024421929284,0.0,32.900549876958536,13.32320403304671,0.0,1900.88,37.9
36047006500,6089,4,87415.87251342276,0.0,3.73224043715847,182.0,0.4266087670137565,0.4037111014640518,0.2350012673188949,24.829634408759983,32.89176770647472,0.0,31.57985579465717,9.633420954311442,0.0,3891.44,40.0
36047006600,4104,9,95972.8257822163,0.0,3.769230769230769,99.0,1.2649942115909485,4.960051529758766,0.0,27.171179236619288,21.275456449943277,0.0,32.14177174946334,13.186546822624395,0.0,1887.65,39.3
36047006700,4032,2,85143.65602831745,0.0,3.701923076923077,103.0,0.466534405206329,1.6142846219617226,0.0,19.41776402795192,34.24330936688636,0.0,37.14428067607577,7.113826901917891,0.0,4133.29,36.9
36047006800,4117,21,96199.25821548552,0.0,3.339869281045752,133.0,1.924975308017803,5.422178993847765,0.1000935544389646,28.293313516933992,17.41942819460316,0.0,33.100759557365826,13.7392508747925,0.0,1556.5,41.2
36047006901,1785,5,79489.99174017092,0.0,3.75,44.0,0.1517279760820976,1.4793477668004515,0.6069119043283904,20.08774926824698,27.768091744062342,0.0,39.85256674177158,10.053604598708135,0.0,2883.38,39.8
36047006902,1906,2,81408.69285130245,0.0,3.7,60.0,1.213861045810693,8.720487390816338,0.0,25.506708614011913,25.957219488407144,0.0,28.63333227418262,9.96839118677129,0.0,4348.77,33.5
36047007000,2591,10,99765.70730436868,0.0,3.5955882352941178,136.0,0.936474689678004,3.6970585769858375,0.0,27.771820069578503,28.623325880973535,0.0,15.771772690652824,23.19954809213129,0.0,1676.88,51.3
36047007100,4050,0,81554.11196407855,0.0,3.568,120.0,0.8913825269685541,0.0,2.196468906166533,26.92598784321664,35.85421593650387,0.0,20.872148367785428,11.227199425110705,2.0325969942482662,1034.35,34.4
36047007200,1759,9,87798.90141787606,0.0,3.648148148148149,52.0,0.8590128422262686,1.4173711896733432,0.0,29.13320567106232,10.398276056538698,0.0,25.096661494629995,33.09547274586938,0.0,1230.77,33.4
36047007400,5478,12,84402.21194664466,0.0,3.988636363636364,88.0,0.6305825051083297,2.4388223021681563,0.0,31.114140494745353,17.099179635816228,0.0,33.47617564266388,15.241099419498036,0.0,1412.58,35.7
36047007500,4766,5,85875.52087085597,0.0,3.636363636363636,191.0,0.2846589227430648,2.2604367144704662,0.4389013461184461,28.810160867758324,27.079487999522048,0.0,30.52899120796282,10.597362941424835,0.0,3257.21,40.7
36047007600,4096,14,79812.26461077442,0.0,3.9473684210526314,76.0,1.0471897696764665,2.0519396053065955,0.3907360471894944,27.612155288384,19.564180582219485,0.0,35.55179232436517,13.782006382858796,0.0,1416.94,33.7
36047007700,5974,8,81923.52953394191,0.0,3.5193548387096776,292.0,2.374453904879897,1.8666925004301895,3.387557953082871,41.73476935269509,17.469655426576118,0.0,16.124974707784258,16.64862290249626,0.3932732520553117,4092.83,36.3
36047007800,4713,12,71681.13758099935,0.0,3.876543209876543,79.0,1.531087495367944,0.8059645801651586,0.3986911685300741,28.474721205033227,19.67802707093455,0.0,35.540256418991426,13.571252060977612,0.0,1538.1,32.8
36047008000,3296,8,81064.91430106442,0.0,4.0,78.0,0.2476041731089713,5.812997267015045,0.1488150474947724,29.568882110252098,20.616275011293823,0.0,29.859013216891608,13.746413173943692,0.0,1370.19,44.2
36047008200,3985,2,89802.43982798143,0.0,3.816326530612245,95.0,1.4626191025771509,5.589981491398014,0.1466379048856269,32.13073310592076,18.440510859687627,0.0,26.968743999804133,15.260773535726692,0.0,1028.85,39.0
36047008400,2994,27,91876.88645293206,0.0,3.654450261780105,185.0,4.712020955409182,4.185609766841688,5.042612355403904,33.25114110952355,16.46389103165926,0.0,15.156268208806225,21.1884565723562,0.0,2232.69,38.0
36047008500,6401,3,82257.4798386355,0.0,3.511764705882353,161.0,0.0,0.0,0.1794483465215022,29.475619657144684,45.915779725258126,0.0,13.54289926198738,10.886253009088302,0.0,535.65,42.8
