SA1_CODE_2021,Predicted_Weighted_Trips
10202104721,583.0992988670808
10202104722,665.4290160658583
10202104723,473.3438152578334
10202104724,2307.564798832365
10202104725,484.4306691264003
10202104726,580.1658313268512
10202104727,504.7953604609766
10202104728,699.2331332465993
10202104729,697.5607904035613
10202104730,495.56578470535334
10202104731,722.4872532655347
10202104732,632.7191653180357
10202104733,443.47340389182955
10202104734,477.52761053195945
10202104735,610.9949292459437
10202104736,668.0483378747865
10202104737,424.71089894575886
10202104801,503.07205335585644
10202104802,588.4028872343541
10202104803,631.2625789070011
10202104804,523.369858376749
10202104805,548.7815847717903
10202104806,458.4207340601251
10202104807,681.5961642134126
10202104808,530.074169122706
10202104809,608.9090703311542
10202104810,791.3898276010236
10202104811,701.5654094829924
10202104812,767.2343393695646
10202104813,670.2214234613864
10202104814,1573.7661285330362
10202104815,564.618780844558
10202104816,514.855214265814
10202104817,2139.372853153517
10202104818,687.0343294529287
10202104819,585.8459092102271
10202104820,466.95850850609895
10202104821,609.3785631577346
10202104822,668.2783273227002
10202104823,504.7953604609766
10202104824,802.264974831134
10202104825,611.8825535302881
10202104826,544.9513121314807
10202104827,635.2667673781943
10202104828,641.1551827063464
10202104829,588.8565689877646
10202104830,660.9527332759533
10202104831,530.391585865442
10202104832,626.4814754644856
10202104833,574.0552014593476
10202104834,502.42873787913857
10202104835,502.1280557082957
10202104836,622.2159668420285
10202104837,658.1937500163314
10202104838,492.2321570158707
10202104840,488.50405251694656
10202104841,552.638779062112
10202104842,508.64779493859095
10202104843,596.756890894309
10202104844,498.7502841957392
10202104845,630.9933833970965
10202104846,601.1581767741635
10202104847,497.8143962014447
10202104848,570.5350232062215
10202104849,686.6796934188953
10202104901,630.1299058443906
10202104902,577.8391998343483
10202104903,809.483259104914
10202104904,772.8550067918713
10202104905,600.5422048705657
10202104906,626.8519417088368
10202104907,439.55178495134237
10202104908,440.45393771092057
10202104909,345.8020124601822
10202104910,838.8421282477073
10202105001,732.4324830924603
10202105002,478.0996838392708
10202105003,602.8023586949239
10202105004,507.7351293142782
10202105005,562.3082067266319
10202105006,568.1024561191559
10202105007,569.413305748626
10202105008,766.2270408786086
10202105009,583.946397710433
10202105010,488.2117036764002
10202105011,575.379786558431
10202105012,526.5990294510266
10202105013,527.9958242592945
10202105014,383.4919010923177
10202105015,485.42493301051866
10202105016,402.52442955047906
10202105017,584.9435325503982
10202105018,500.0732106893813
10202105019,570.6802000902147
10202105020,498.83612935477635
10202105021,768.8518030669935
10202105022,644.8311684926023
10202105024,539.0260103605706
10202105025,512.5296299467298
10202105026,661.462353812256
10202105027,508.64779493859095
10202105028,625.0392488749567
10202105101,601.7747804757976
10202105102,538.9332488886937
10202105103,489.2540013204095
10202105104,459.7536450970796
10202105105,345.8020124601822
10202105106,561.8287277452666
10202105107,413.1163130803026
10202105108,642.1394807067976
10202105109,548.732313890865
10202105110,537.7368319052357
10202105111,474.31532406244764
10202105112,477.6098028333365
10202105113,541.7028246930113
10202105114,507.5186108295791
10202105115,471.8902817970973
10202105116,513.2281255952568
10202105201,649.4800802098347
10202105202,617.1338318654605
10202105203,508.3433909273427
10202105204,941.3196018990908
10202105205,703.126330589955
10202105206,577.7440729531445
10202105207,592.8445826425659
10202105208,579.0771698193901
10202105209,519.9386718301263
10202105210,481.7483855707545
10202105211,350.95052731164276
10202105213,469.35820640828877
10202105214,457.4817810962135
10202105215,496.7092619395418
10202105216,587.7515996058102
10202105301,648.0382523026068
10202105302,899.7462067960925
10202105303,571.4622127164704
10202105304,552.4981917841485
10202105305,706.6762412569481
10202105306,549.5335893590886
10202105307,669.078918083285
10202105308,841.6216785305163
10202105309,736.1481438343709
10202105310,586.6969981980532
10202105311,511.4798492990074
10202105312,474.1946617006432
10202105313,489.9244342641461
10202105314,575.9699495470497
10202105315,680.4342686725549
10202105316,2753.0247226691895
10202105317,497.43085745867387
10202105318,509.0818879540359
10202105319,456.4661841300683
10202105320,505.9601341810878
10202105321,767.7996743271763
10202105322,538.9776153576968
10202105323,542.9774181564643
10202105324,542.9080656603329
10202105325,711.4235411663808
10202105326,585.7450904597645
10202105327,507.90992762670106
10202105328,1148.5543921781446
10202105329,1573.7971958580758
10202105330,592.3390653600628
10202105331,488.2117036764002
10202105332,949.5999165898285
10202105333,521.8525121456122
10202105334,842.7586084550178
10202105335,935.2999780105965
10202105336,448.8484996723834
10202105337,649.0913940824029
10202105401,789.4210653819283
10202105402,675.2799972068711
10202105403,600.5520263715267
10202105404,1198.1488694981347
10202105405,1524.4657039083547
10202105406,781.4693201895981
10202105407,732.4927789512238
10202105408,802.0608844681516
10202105409,540.5002593274738
10202105410,568.0046908555256
10202105411,547.1905652355227
10202105412,638.7464588549145
10202105413,504.9238093983865
10202105414,1857.5444062199338
10202105415,346.8671642873963
10202105416,350.95052731164276
10202105417,491.8529190828302
10202105418,721.6875511905774
10202105419,805.9640709170861
10202105420,618.8726506900051
10202105421,551.321159890568
10202105422,542.5831583382717
10202105423,683.8451630148652
10202105424,470.522184400706
10202105501,538.425356267569
10202105502,620.1985312573627
10202105503,2197.868349336734
10202105504,513.6855512573032
10202105505,506.47909392191576
10202105506,677.0111264319646
10202105507,614.2405349437632
10202105508,557.0480482982035
10202105509,578.4362045813574
10202105510,477.44543237512954
10202105511,604.2475262332929
10202105512,448.65709279230407
10202105513,476.06122956751085
10202105514,528.3989842333688
10202105601,940.432498939845
10202105602,883.9524812441166
10202105603,733.3099298908103
10202105604,437.30447898790095
10202105605,762.8288111632497
10202105606,484.92754624678065
10202105607,616.921443907515
10202105608,595.6370968262187
10202105609,515.2521878725527
10202105612,615.9204974254716
10202105613,633.965592344462
10202105614,628.4111862939841
10202105615,834.4222039634789
10202105616,391.4359293809247
10202105617,530.1178062878688
10202105620,538.2883847807822
10202105621,356.1756964456711
10202105622,560.2459993199126
10202105623,562.3082067266319
10202105624,657.7949373690739
10202105627,671.1950891709955
10202105628,802.0608844681516
10202105629,684.0487362134245
10202105630,870.8348319361064
10202105631,590.1667228737499
10202105634,1143.934763154314
10202105635,600.7984092449902
10202105636,582.6020913667966
10202105637,537.3707815036362
10202105638,591.5284839815773
10202105639,502.7709861881384
10202105640,594.9243833577581
10202105641,701.9855178754901
10202105642,538.7034262830357
10202105643,649.8689990886285
10202105644,569.9504290712812
10202105645,485.92282994035145
10202105646,561.2530544461328
10202105647,672.4015778492969
10202105648,574.837546589863
10202105701,814.2827015815209
10202105702,570.2917243451411
10202105703,634.8865873122896
10202105704,562.4049915084435
10202105705,384.7393568160945
10202105706,1776.5067907663924
10202105707,1180.9469621579876
10202105708,545.7879184653947
10202105709,574.4462408389845
10202105710,806.870689012847
10202105711,547.1905652355227
10202105712,535.2157704431993
10202105713,501.65484843284906
10202105714,543.7862975135873
10202105715,526.0594539796518
10202105716,742.5090673405228
10202105717,640.8817685961113
10202105718,806.6654269897415
10202105719,605.6417776351997
10202105720,463.73750072101353
10301106104,466.48004321610006
10303107112,486.712514240852
10303107117,499.5608146854219
10303107126,376.5140174291529
10303107127,515.2521878725527
10303107501,345.8020124601822
10601110701,779.2311521201959
10601110702,648.0382523026068
10601110703,811.296403678916
10601110705,578.3842712400251
10601110706,590.2638951726365
10601110707,584.5409826394663
10601110708,599.270084741675
10601110709,807.197841208657
10601110710,453.7451618438149
10601110712,577.1520921232094
10601110713,536.6795983132466
10601110714,737.2659617668793
10601110716,827.2538865752434
10601110717,471.32563839045844
10601110718,544.6251820135518
10601110719,480.6789174103858
10601110720,606.6260199347109
10601110722,571.9969976515987
10601110723,764.0056066594533
10601110725,592.237129196507
10601110726,503.6747286505035
10601110727,617.1338318654605
10601110728,448.502686472579
10601110729,584.4972299902976
10601110730,490.5113588424551
10601110731,562.931300528019
10601110732,914.7469571250324
10601110733,484.7207538240389
10601110801,637.4953924104786
10601110806,517.1913508380937
10601110807,610.6292748399579
10601110808,587.1977003963814
10601110809,475.4915953860062
10601110810,585.3945470053769
10601110811,585.2938059302429
10601110812,586.9472959059923
10601110813,715.8518783496444
10601110814,700.5868220763259
10601110815,591.9852328982698
10601110816,588.1519688042883
10601110817,567.4226894053317
10601110818,467.5564074972577
10601110819,574.0552014593476
10601110820,568.9277682648219
10601110821,505.44170618819504
10601110822,678.6900702344358
10601110823,471.5267161654341
10601110824,448.96271251457017
10601110825,896.348347506274
10601110826,477.6884423782538
10601110827,402.90412784145207
10601110828,390.2689560501167
10601110829,548.4080159411332
10601110830,765.2472096381555
10601110831,651.8953448717793
10601110832,977.3543492215051
10601110833,1641.166138101555
10601110834,2565.789937226229
10601110835,448.77125692958566
10601110836,639.1863379014758
10601110837,802.6072385293927
10601110838,517.7218303586276
10601110839,540.7308485012143
10601110840,516.881833873026
10601110841,584.4447524760749
10601110842,510.4322188477692
10601110843,523.1466726207709
10601110844,570.2405222340963
10601110845,1165.05310928242
10601110847,928.9272263976269
10601110848,472.7774326162143
10601110850,537.6000355740294
10601110852,475.28882682859046
10601110855,506.86960921064343
10601110858,664.9163394334174
10601110859,785.4483053078146
10601110860,623.4370478515161
10601110861,1627.3725352817141
10601110862,357.3342956492939
10601110863,551.1314215076185
10601110864,887.5780925600207
10601110865,689.3259168563029
10601110866,825.911678623645
10601110901,551.2262825353284
10601110902,557.9533198171803
10601110903,541.8406650094521
10601110904,483.56145623788746
10601110905,558.0952951930819
10601110906,600.0795199743586
10601110907,480.6789174103858
10601110908,650.3116818996244
10601110909,632.0188251707405
10601110911,471.97150379851286
10601110912,555.478787531016
10601110913,486.33752889043393
10601110914,621.5226114936203
10601110915,674.2355776450769
10601110916,682.4688877028391
10601110917,529.8005533905326
10601110918,542.2543964414459
10601110920,590.1137363393331
10601110921,521.181289041057
10601110922,538.7034262830357
10601110924,347.2229434911702
10601110925,452.08109821763304
10601110926,419.30469113802764
10601110927,508.51460156377794
10601110928,436.3336750772456
10601110929,538.7034262830357
10601110930,512.748286241241
10601111001,426.6763169946988
10601111002,648.0382523026068
10601111003,482.5312858862701
10601111004,478.5900673126979
10601111006,468.87728228708374
10601111007,694.0119195774954
10601111008,443.7041620443891
10601111009,491.0144728833865
10601111010,441.35794208304924
10601111011,721.2556519714399
10601111012,510.4322188477692
10601111013,502.1280557082957
10601111014,474.1946617006432
10601111015,431.07296097210536
10601111016,452.351811483828
10601111017,440.00263011677856
10601111018,451.88831282876384
10601111019,480.47393677222345
10601111020,541.0546466310353
10601111021,673.3229809814006
10601111022,510.0389587633273
10601111023,546.2087424028906
10601111024,519.4059208407613
10601111025,483.7279322637186
10601111026,474.6810398204069
10601111027,732.9972173254047
10601111028,414.17800067474104
10601111029,379.61463346791516
10601111101,622.7982480813804
10601111102,463.53974457778656
10601111103,491.26438925183106
10601111104,439.92690966764474
10601111105,543.3713972655758
10601111106,488.50405251694656
10601111107,2382.03262247595
10601111108,881.661574150885
10601111109,471.7702363483724
10601111110,595.6861313121182
10601111111,659.4311502065647
10601111112,734.1884278616611
10601111113,671.3106156198023
10601111114,627.016130751526
10601111115,669.6499271154919
10601111116,694.8829544663885
10601111117,528.6718761245247
10601111118,453.47361471685645
10601111121,480.2690435459702
10601111122,507.9517401704746
10601111123,571.8514857839016
10601111124,595.7886611197171
10601111125,656.1676839557283
10601111126,650.3116818996244
10601111127,615.132874289226
10601111128,596.5024099843024
10601111129,546.0697908793938
10601111130,637.767361818934
10601111131,1281.1998840707076
